segment                                   peek  keep  take  seal  free
FID_LIST_LENGTH_K739                         0     0     0     0     0
FID_LIST_LENGTH                              1     0     0     0     0
FID_JSON_W_K1097                             0     0     0     0     0
FID_JSON_W_K1096                             0     0     0     0     0
FID_JSON_W_K1095                             0     0     0     0     0
FID_JSON_W_K1094                             0     0     0     0     0
FID_JSON_W_K1093                             0     0     0     0     0
FID_JSON_WRITE_LN                            0     0     0     0     0
FID_JSON_STEP_K1099                          0     0     0     0     0
FID_JSON_STEP                                0     0     0     0     0
FID_JSON_RUN_K1204                           0     0     0     0     0
FID_JSON_READ_K1290                          0     0     0     0     0
FID_JSON_READ_K1289                          0     0     0     0     0
FID_JSON_READ_K1288                          0     0     0     0     0
FID_JSON_READ_K1287                          0     0     0     0     0
FID_JSON_READ_K1286                          0     0     0     0     0
FID_JSON_READ                                0     0     0     0     0
FID_JSON_NUM_VALUE_K998                      0     0     0     0     0
FID_JSON_NUM_VALUE_K997                      0     0     0     0     0
FID_JSON_NUM_VALUE_K996                      0     0     0     0     0
FID_JSON_NUM_VALUE_K995                      0     0     0     0     0
FID_JSON_NUM_VALUE_K994                      0     0     0     0     0
FID_JSON_NUM_VALUE_K993                      0     0     0     0     0
FID_JSON_NUM_VALUE_K992                      0     0     0     0     0
FID_JSON_NUM_VALUE_K991                      0     0     0     0     0
FID_JSON_NUM_VALUE_K990                      0     0     0     0     0
FID_IO_WRITE                                 0     0     0     0     0
FID_IO_PURE                                  0     0     0     0     0
FID_IO_PRINT_ERR                             0     0     0     0     0
FID_IO_GET_ENV                               0     0     0     0     0
FID_IO_EMIT                                  0     0     0     0     0
FID_IO_BIND_K1661                            0     0     0     0     0
FID_IO_BIND_C1660                            0     0     0     0     0
FID_IO_BIND                                  0     0     0     0     0
FID_IO_ARGS                                  0     0     0     0     0
FID_FILE_WRITE                               0     0     0     0     0
FID_FILE_READ_BYTES                          0     0     0     0     0
FID_FILE_OPEN                                0     0     0     0     0
FID_FILE_CLOSE                               0     0     0     0     0
FID_F64_TOKEN_RANGE_K35                      0     0     0     0     0
FID_F64_TOKEN_RANGE_K34                      0     0     0     0     0
FID_F64_TOKEN_RANGE_K33                      0     0     0     0     0
FID_F64_TOKEN_RANGE_K32                      0     0     0     0     0
FID_F64_TOKEN_RANGE                          0     0     0     0     0
FID_F64_SIGNED                               0     0     0     0     0
FID_F64_SHOW_TOON_FAST_K796                  0     0     0     0     0
FID_F64_SHOW_TOON_FAST_K795                  0     0     0     0     0
FID_F64_SHOW_TOON_FAST_K794                  0     0     0     0     0
FID_F64_SHOW_JSON_FAST_K983                  0     0     0     0     0
FID_F64_SHOW_JSON_FAST_K982                  0     0     0     0     0
FID_F64_SHOW_JSON_FAST_K981                  0     0     0     0     0
FID_F64_SHORTEST_FAST_K864                   0     0     0     0     0
FID_F64_SHORTEST_FAST_K863                   0     0     0     0     0
FID_F64_SHORTEST_FAST_K862                   0     0     0     0     0
FID_F64_SHORTEST_FAST_K861                   0     0     0     0     0
FID_F64_SHORTEST_FAST_K860                   0     0     0     0     0
FID_F64_SERDE_LITERAL_K645                   0     0     0     0     0
FID_F64_SERDE_LITERAL_K644                   0     0     0     0     0
FID_F64_SERDE_LITERAL_K643                   0     0     0     0     0
FID_F64_SERDE_LITERAL_K642                   0     0     0     0     0
FID_F64_SERDE_LITERAL_K641                   0     0     0     0     0
FID_F64_SERDE_LITERAL                        0     0     0     0     0
FID_F64_SERDE_INT_STEP_K376                  0     0     0     0     0
FID_F64_SERDE_INT_STEP_K375                  0     0     0     0     0
FID_F64_SERDE_INT_K520                       0     0     0     0     0
FID_F64_SERDE_FRAC_STEP_K249                 0     0     0     0     0
FID_F64_SERDE_FRAC_STEP_K248                 0     0     0     0     0
FID_F64_SERDE_FRAC_K378                      0     0     0     0     0
FID_F64_SERDE_DOWN_STEP_K140                 0     0     0     0     0
FID_F64_SERDE_DOWN_STEP_K139                 0     0     0     0     0
FID_F64_SERDE_DOWN_STEP_K138                 0     0     0     0     0
FID_F64_SERDE_DOWN_STEP                      0     0     0     0     0
FID_F64_SERDE_DOWN_K183                      0     0     0     0     0
FID_F64_SERDE_DOWN                           0     0     0     0     0
FID_F64_ROUND_K833                           0     0     0     0     0
FID_F64_ROUND_K829                           0     0     0     0     0
FID_F64_POW10_K143                           0     0     0     0     0
FID_F64_POW10                                0     0     0     0     0
FID_F64_PLAIN_SMALL_K516                     0     0     0     0     0
FID_F64_PLAIN_SMALL_K515                     0     0     0     0     0
FID_F64_PLAIN_SMALL                          0     0     0     0     0
FID_F64_PLAIN_K627                           0     0     0     0     0
FID_F64_PLAIN_K626                           0     0     0     0     0
FID_F64_PLAIN_K625                           0     0     0     0     0
FID_F64_PLAIN_K624                           0     0     0     0     0
FID_F64_PLAIN_K623                           0     0     0     0     0
FID_F64_PLAIN_K622                           0     0     0     0     0
FID_F64_PLAIN_K621                           0     0     0     0     0
FID_F64_PLAIN                                0     0     0     0     0
FID_F64_MUL_K798                             0     0     0     0     0
FID_F64_MUL                                  0     0     0     0     0
FID_F64_JSON_PICK_K747                       0     0     0     0     0
FID_F64_JSON_PICK_K746                       0     0     0     0     0
FID_F64_JSON_PICK_K745                       0     0     0     0     0
FID_F64_JSON_PICK_K744                       0     0     0     0     0
FID_F64_JSON_PICK_K743                       0     0     0     0     0
FID_F64_JSON_PICK_K742                       0     0     0     0     0
FID_F64_JSON_PICK                            0     0     0     0     0
FID_F64_INT_TEXT_VALUE_K518                  0     0     0     0     0
FID_F64_INT_TEXT_VALUE                       0     0     0     0     0
FID_F64_INT_FIT_K730                         0     0     0     0     0
FID_F64_INT_FIT                              0     0     0     0     0
FID_F64_FROM_NAT_K812                        0     0     0     0     0
FID_F64_FROM_NAT                             0     0     0     0     0
FID_F64_FROM_DEC_P10_K9                      0     0     0     0     0
FID_F64_FROM_DEC_P10_K10                     0     0     0     0     0
FID_F64_FROM_DEC_K947                        0     0     0     0     0
FID_F64_FROM_DEC_K946                        0     0     0     0     0
FID_F64_FROM_DEC_K944                        0     0     0     0     0
FID_F64_FROM_DEC_K943                        0     0     0     0     0
FID_F64_FROM_DEC                             0     0     0     0     0
FID_F64_FROM_BIG                             0     0     0     0     0
FID_F64_FIXED1_TENTHS_K667                   0     0     0     0     0
FID_F64_FIXED1_TENTHS                        0     0     0     0     0
FID_F64_FIXED1_HALF_K395                     0     0     0     0     0
FID_F64_FIXED1_HALF                          0     0     0     0     0
FID_F64_DIV_P10_K99                          0     0     0     0     0
FID_F64_DIV_P10_K98                          0     0     0     0     0
FID_F64_DIV_P10_K97                          0     0     0     0     0
FID_F64_DIV_P10_K96                          0     0     0     0     0
FID_F64_DIV_P10_K100                         0     0     0     0     0
FID_F64_DIV_P10_FIN                          0     0     0     0     0
FID_F64_DIV_K819                             0     0     0     0     0
FID_F64_DIV_K818                             0     0     0     0     0
FID_F64_DIV_FIN                              0     0     0     0     0
FID_F64_DG_SUB_IF                            0     0     0     0     0
FID_F64_DG_STEP_K242                         0     0     0     0     0
FID_F64_DG_STEP_K236                         0     0     0     0     0
FID_F64_DG_STEP_K235                         0     0     0     0     0
FID_F64_DG_STEP                              0     0     0     0     0
FID_F64_DG_SCALE_K496                        0     0     0     0     0
FID_F64_DG_SCALE_K495                        0     0     0     0     0
FID_F64_DG_SCALE_K493                        0     0     0     0     0
FID_F64_DG_INIT_K491                         0     0     0     0     0
FID_F64_DG_INIT_K490                         0     0     0     0     0
FID_F64_DG_INIT_K489                         0     0     0     0     0
FID_F64_DG_INIT_K488                         0     0     0     0     0
FID_F64_DG_INIT_K487                         0     0     0     0     0
FID_F64_DG_INIT_K486                         0     0     0     0     0
FID_F64_DG_INIT_K485                         0     0     0     0     0
FID_F64_DG_INIT_K484                         0     0     0     0     0
FID_F64_DG_INIT_K483                         0     0     0     0     0
FID_F64_DG_INIT_K482                         0     0     0     0     0
FID_F64_DG_INIT                              0     0     0     0     0
FID_F64_DG_GEN_K364                          0     0     0     0     0
FID_F64_DG_GEN                               0     0     0     0     0
FID_F64_DG_FIX_NEXT_K361                     0     0     0     0     0
FID_F64_DG_FIX_NEXT                          0     0     0     0     0
FID_F64_DG_FIX_K500                          0     0     0     0     0
FID_F64_DG_FIX_K499                          0     0     0     0     0
FID_F64_DG_DIGIT_K173                        0     0     0     0     0
FID_F64_CMP_K1057                            0     0     0     0     0
FID_F64_CMP_K1056                            0     0     0     0     0
FID_F64_CMP                                  0     0     0     0     0
FID_F64_ALIGN_A                              0     0     0     0     0
FID_F64_ADD_K816                             0     0     0     0     0
FID_F64_ADD_K815                             0     0     0     0     0
FID_F64_ADD_K814                             0     0     0     0     0
FID_F64_ADD                                  0     0     0     0     0
FID_EXIT                                     0     0     0     0     1
FID_ENTER                                    0     0     0     0     1
FID_ENCODE_ROW_LINE_K896                     0     0     0     0     0
FID_ENCODE_PUT_PRIM_K907                     0     0     0     0     0
FID_ENCODE_PUT_JOIN_K899                     0     0     0     0     0
FID_ENCODE_PUT_JOIN_K898                     0     0     0     0     0
FID_ENCODE_PUT_HEADER                        0     0     0     0     0
FID_ENCODE_PUT_CELLS_K787                    0     0     0     0     0
FID_ENCODE_PUT_CELLS_K786                    0     0     0     0     0
FID_ENCODE_LINE_PRIM_K1018                   0     0     0     0     0
FID_ENCODE_LINE_PRIM                         0     0     0     0     0
FID_ENCODE_LINE_INLINE_K1014                 0     0     0     0     0
FID_ENCODE_LINE_INLINE                       0     0     0     0     0
FID_ENCODE_LINE_HDR_K1016                    0     0     0     0     0
FID_ENCODE_LINE_HDR                          0     0     0     0     0
FID_ENCODE_ENCODE_K1211                      0     0     0     0     0
FID_ENCODE_EMIT_K1125                        0     0     0     0     0
FID_ENCODE_EMIT_K1122                        0     0     0     0     0
FID_DECODE_UNESC_K126                        0     0     0     0     0
FID_DECODE_UNESC_K125                        0     0     0     0     0
FID_DECODE_UNESC_K124                        0     0     0     0     0
FID_DECODE_SCAN_K1086                        0     0     0     0     0
FID_DECODE_SCAN_GO_K962                      0     0     0     0     0
FID_DECODE_SCAN_CHECK_K429                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K428                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K427                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K426                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K425                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K424                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K423                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K422                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K421                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K420                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K419                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K418                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K417                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K416                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K415                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K414                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K413                   0     0     0     0     0
FID_DECODE_SCAN_CHECK_K412                   0     0     0     0     0
FID_DECODE_SCAN_CHECK                        0     0     0     0     0
FID_DECODE_SCAN_CH                           0     0     0     0     0
FID_DECODE_SCAN                              0     0     0     0     0
FID_DECODE_RUN_K592                          0     0     0     0     0
FID_DECODE_RUN_K591                          0     0     0     0     0
FID_DECODE_RUN_K589                          0     0     0     0     0
FID_DECODE_RUN_K588                          0     0     0     0     0
FID_DECODE_ROOT_OBJECT_K716                  0     0     0     0     0
FID_DECODE_PRIM_K576                         0     0     0     0     0
FID_DECODE_PRIM_K575                         0     0     0     0     0
FID_DECODE_PRIMS_GO_K443                     0     0     0     0     0
FID_DECODE_PATH_INS_K472                     0     0     0     0     0
FID_DECODE_PATH_INS_K471                     0     0     0     0     0
FID_DECODE_PATH_INS_K470                     0     0     0     0     0
FID_DECODE_LEN_FITS_K1063                    0     0     0     0     0
FID_DECODE_LEN_BODY_K43                      0     0     0     0     0
FID_DECODE_HDR_E_K83                         0     0     0     0     0
FID_DECODE_HDR_E_K82                         0     0     0     0     0
FID_DECODE_HDR_E_K81                         0     0     0     0     0
FID_DECODE_HDR_E                             0     0     0     0     0
FID_DECODE_HDR_D_K110                        0     0     0     0     0
FID_DECODE_HDR_D_K109                        0     0     0     0     0
FID_DECODE_HDR_D                             0     0     0     0     0
FID_DECODE_FIELD_ONE_K51                     0     0     0     0     0
FID_DECODE_FIELDS_GO_K59                     0     0     0     0     0
FID_DECODE_EXPAND_K972                       0     0     0     0     0
FID_DECODE_EXPAND_K970                       0     0     0     0     0
FID_DECODE_EXPAND_K969                       0     0     0     0     0
FID_DECODE_EXPAND_K968                       0     0     0     0     0
FID_DECODE_EAT_KV_PLAIN_K227                 0     0     0     0     0
FID_DECODE_EAT_KV_K349                       0     0     0     0     0
FID_DECODE_EAT_KV_K348                       0     0     0     0     0
FID_DECODE_EAT_K460                          0     0     0     0     0
FID_DECODE_EAT_K459                          0     0     0     0     0
FID_DECODE_EAT_K458                          0     0     0     0     0
FID_DECODE_EAT_K457                          0     0     0     0     0
FID_DECODE_EAT_K456                          0     0     0     0     0
FID_DECODE_EAT_K455                          0     0     0     0     0
FID_DECODE_EAT_K454                          0     0     0     0     0
FID_DECODE_DECODE_K1196                      0     0     0     0     0
FID_DECODE_DECODE                            0     0     0     0     0
FID_DECODE_CLOSE_MSG_K329                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K328                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K327                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K326                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K325                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K324                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K323                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K322                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K321                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K320                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K319                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K318                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K317                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K316                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K315                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K314                    0     0     0     0     0
FID_DECODE_CLOSE_MSG_K313                    0     0     0     0     0
FID_DECODE_CLOSE_MSG                         0     0     0     0     0
FID_DECODE_ARRAY_K586                        0     0     0     0     0
FID_DECODE_ARRAY_K585                        0     0     0     0     0
FID_DECODE_ARRAY_K584                        0     0     0     0     0
FID_DECODE_ARRAY_K583                        0     0     0     0     0
FID_DECODE_ARRAY_K582                        0     0     0     0     0
FID_CLO_APPLY                                0     0     0     0     0
FID_CLI_WORD_SET_K1263                       0     0     0     0     0
FID_CLI_WORD_SET                             0     0     0     0     0
FID_CLI_VALIDATE_K1366                       0     0     0     0     0
FID_CLI_VALIDATE_K1365                       0     0     0     0     0
FID_CLI_UNKNOWN_LONG_K1359                   0     0     0     0     0
FID_CLI_UNKNOWN_LONG_K1358                   0     0     0     0     0
FID_CLI_UNKNOWN_LONG_K1357                   0     0     0     0     0
FID_CLI_STATS_TEXT_K1137                     0     0     0     0     0
FID_CLI_STATS_TEXT_K1136                     0     0     0     0     0
FID_CLI_STATS_TEXT_K1135                     0     0     0     0     0
FID_CLI_STATS_TEXT_K1134                     0     0     0     0     0
FID_CLI_STATS_TEXT_K1133                     0     0     0     0     0
FID_CLI_STATS_TEXT_K1132                     0     0     0     0     0
FID_CLI_STATS_TEXT_K1131                     0     0     0     0     0
FID_CLI_STATS_TEXT                           0     0     0     0     0
FID_CLI_STATS_SAVED_K1026                    0     0     0     0     0
FID_CLI_STATS_SAVED_K1025                    0     0     0     0     0
FID_CLI_STATS_SAVED_K1024                    0     0     0     0     0
FID_CLI_STATS_SAVED_K1023                    0     0     0     0     0
FID_CLI_STATS_SAVED_K1022                    0     0     0     0     0
FID_CLI_STATS_SAVED                          0     0     0     0     0
FID_CLI_SIMILAR_USAGE_K1241                  0     0     0     0     0
FID_CLI_SIMILAR_USAGE                        0     0     0     0     0
FID_CLI_SEVEN_TENTHS                         0     0     0     0     0
FID_CLI_SCAN_K1596                           0     0     0     0     0
FID_CLI_RESOLVE_K1560                        0     0     0     0     0
FID_CLI_PERCENT_K920                         0     0     0     0     0
FID_CLI_PERCENT_K919                         0     0     0     0     0
FID_CLI_PERCENT_K918                         0     0     0     0     0
FID_CLI_PERCENT_K917                         0     0     0     0     0
FID_CLI_PERCENT_K916                         0     0     0     0     0
FID_CLI_PERCENT_K915                         0     0     0     0     0
FID_CLI_PERCENT_K914                         0     0     0     0     0
FID_CLI_PERCENT_K913                         0     0     0     0     0
FID_CLI_PERCENT_K912                         0     0     0     0     0
FID_CLI_PERCENT_K911                         0     0     0     0     0
FID_CLI_PERCENT                              0     0     0     0     0
FID_CLI_PARSE_K1631                          0     0     0     0     0
FID_CLI_PARSE_K1629                          0     0     0     0     0
FID_CLI_PARSE                                0     0     0     0     0
FID_CLI_OPT_AFTER_K1446                      0     0     0     0     0
FID_CLI_ON_TOK_K1558                         0     0     0     0     0
FID_CLI_ON_TOK_K1557                         0     0     0     0     0
FID_CLI_ON_TOK_K1556                         0     0     0     0     0
FID_CLI_ON_TOK_K1555                         0     0     0     0     0
FID_CLI_ON_TOK_K1554                         0     0     0     0     0
FID_CLI_ON_TOK_K1553                         0     0     0     0     0
FID_CLI_ON_TOK_K1552                         0     0     0     0     0
FID_CLI_ON_TOK_K1551                         0     0     0     0     0
FID_CLI_ON_TOK_K1550                         0     0     0     0     0
FID_CLI_ON_TOK_K1549                         0     0     0     0     0
FID_CLI_ON_TOK_K1548                         0     0     0     0     0
FID_CLI_ON_TOK_K1547                         0     0     0     0     0
FID_CLI_ON_TOK_K1546                         0     0     0     0     0
FID_CLI_ON_TOK_K1545                         0     0     0     0     0
FID_CLI_ON_TOK_K1544                         0     0     0     0     0
FID_CLI_ON_TOK_K1543                         0     0     0     0     0
FID_CLI_ON_TOK_K1542                         0     0     0     0     0
FID_CLI_ON_TOK_K1541                         0     0     0     0     0
FID_CLI_ON_TOK_K1540                         0     0     0     0     0
FID_CLI_ON_TOK_K1539                         0     0     0     0     0
FID_CLI_ON_TOK_K1538                         0     0     0     0     0
FID_CLI_ON_TOK_K1537                         0     0     0     0     0
FID_CLI_ON_TOK_K1536                         0     0     0     0     0
FID_CLI_ON_TOK_K1535                         0     0     0     0     0
FID_CLI_ON_TOK_K1534                         0     0     0     0     0
FID_CLI_ON_TOK_K1533                         0     0     0     0     0
FID_CLI_ON_TOK_K1532                         0     0     0     0     0
FID_CLI_ON_TOK_K1531                         0     0     0     0     0
FID_CLI_ON_TOK_K1530                         0     0     0     0     0
FID_CLI_ON_TOK_K1529                         0     0     0     0     0
FID_CLI_ON_TOK_K1528                         0     0     0     0     0
FID_CLI_JARO_K1164                           0     0     0     0     0
FID_CLI_JARO_K1163                           0     0     0     0     0
FID_CLI_JARO_K1162                           0     0     0     0     0
FID_CLI_JARO_K1161                           0     0     0     0     0
FID_CLI_JARO_K1160                           0     0     0     0     0
FID_CLI_JARO_K1159                           0     0     0     0     0
FID_CLI_JARO_K1158                           0     0     0     0     0
FID_CLI_JARO_K1157                           0     0     0     0     0
FID_CLI_JARO_K1156                           0     0     0     0     0
FID_CLI_JARO_K1155                           0     0     0     0     0
FID_CLI_JARO_K1154                           0     0     0     0     0
FID_CLI_JARO_K1153                           0     0     0     0     0
FID_CLI_JARO                                 0     0     0     0     0
FID_CLI_INT_SHOW_K1072                       0     0     0     0     0
FID_CLI_INT_BEYOND_K1077                     0     0     0     0     0
FID_CLI_INDENT_REASON                        0     0     0     0     0
FID_CLI_FLAG_AFTER_K1351                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1350                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1349                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1348                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1347                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1346                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1345                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1344                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1343                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1342                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1341                     0     0     0     0     0
FID_CLI_FLAG_AFTER_K1340                     0     0     0     0     0
FID_CLI_FIN                                  0     0     0     0     0
FID_CLI_ENUM_SET_K1252                       0     0     0     0     0
FID_CLI_ENUM_SET_K1251                       0     0     0     0     0
FID_CLI_ENUM_SET                             0     0     0     0     0
FID_CLI_E86                                  0     0     0     0     0
FID_CLI_E84_TIP_K1067                        0     0     0     0     0
FID_CLI_E84_TIP                              0     0     0     0     0
FID_CLI_E84_K1174                            0     0     0     0     0
FID_CLI_E84                                  0     0     0     0     0
FID_CLI_E81_K1480                            0     0     0     0     0
FID_CLI_E81_K1479                            0     0     0     0     0
FID_CLI_E81_K1478                            0     0     0     0     0
FID_CLI_E81                                  0     0     0     0     0
FID_CLI_E80_K1371                            0     0     0     0     0
FID_CLI_E80_K1370                            0     0     0     0     0
FID_CLI_E80_K1369                            0     0     0     0     0
FID_CLI_E80                                  0     0     0     0     0
FID_CLI_E79_K1277                            0     0     0     0     0
FID_CLI_E79_K1276                            0     0     0     0     0
FID_CLI_E79_K1275                            0     0     0     0     0
FID_CLI_E79_K1274                            0     0     0     0     0
FID_CLI_E79_K1273                            0     0     0     0     0
FID_CLI_E79                                  0     0     0     0     0
FID_CLI_E78                                  0     0     0     0     0
FID_CLI_E77_K1337                            0     0     0     0     0
FID_CLI_E77_K1335                            0     0     0     0     0
FID_CLI_E77_K1333                            0     0     0     0     0
FID_CLI_E77_K1331                            0     0     0     0     0
FID_CLI_E77                                  0     0     0     0     0
FID_CLI_E73                                  0     0     0     0     0
FID_CLI_E71                                  0     0     0     0     0
FID_CLI_DEC_RUN_K1281                        0     0     0     0     0
FID_CLI_DEC_RUN_K1280                        0     0     0     0     0
FID_CLI_DEC_RUN                              0     0     0     0     0
FID_CLI_CONVERT_K1498                        0     0     0     0     0
FID_CLI_CONVERT_K1497                        0     0     0     0     0
FID_CLI_CONVERT_K1496                        0     0     0     0     0
FID_CLI_CONVERT_K1495                        0     0     0     0     0
FID_CLI_CONVERT_K1494                        0     0     0     0     0
FID_CLI_CONVERT_K1493                        0     0     0     0     0
FID_CLI_CONVERT_K1492                        0     0     0     0     0
FID_CLI_CONVERT_K1491                        0     0     0     0     0
FID_CLI_CONVERT_K1490                        0     0     0     0     0
FID_CLI_CONVERT_K1489                        0     0     0     0     0
FID_CLI_CONVERT_K1488                        0     0     0     0     0
FID_CLI_CONVERT_K1487                        0     0     0     0     0
FID_CLI_COMMIT_K1476                         0     0     0     0     0
FID_CLI_COMMIT_K1475                         0     0     0     0     0
FID_CLI_COMMIT_K1474                         0     0     0     0     0
FID_CLI_COMMIT_K1473                         0     0     0     0     0
FID_CLI_COMMIT                               0     0     0     0     0
FID_CLI_BEST_ONE_K1170                       0     0     0     0     0
FID_CLI_BEST_ONE_K1167                       0     0     0     0     0
FID_CLI_BEST_ONE                             0     0     0     0     0
FID_CLI_BEST_GO_K1239                        0     0     0     0     0
FID_CLI_BEST_GO_K1238                        0     0     0     0     0
FID_CLI_BEST                                 0     0     0     0     0
FID_BIGNAT_SUB_K193                          0     0     0     0     0
FID_BIGNAT_SUB_K192                          0     0     0     0     0
FID_BIGNAT_STRIP_K548                        0     0     0     0     0
FID_BIGNAT_SHR_K602                          0     0     0     0     0
FID_BIGNAT_SHR_BITS_K358                     0     0     0     0     0
FID_BIGNAT_SHL_K835                          0     0     0     0     0
FID_BIGNAT_SHL_BITS_K701                     0     0     0     0     0
FID_BIGNAT_SHL                               0     0     0     0     0
FID_BIGNAT_POW10_K824                        0     0     0     0     0
FID_BIGNAT_POW10                             0     0     0     0     0
FID_BIGNAT_P5_STEP_K47                       0     0     0     0     0
FID_BIGNAT_P5_STEP                           0     0     0     0     0
FID_BIGNAT_MUL_SMALL_K686                    0     0     0     0     0
FID_BIGNAT_MUL_K827                          0     0     0     0     0
FID_BIGNAT_MUL_K826                          0     0     0     0     0
FID_BIGNAT_IS_LT_K190                        0     0     0     0     0
FID_BIGNAT_IS_LT                             0     0     0     0     0
FID_BIGNAT_IS_GE_K260                        0     0     0     0     0
FID_BIGNAT_IS_GE                             0     0     0     0     0
FID_BIGNAT_IS_EQ_K480                        0     0     0     0     0
FID_BIGNAT_IS_EQ                             0     0     0     0     0
FID_BIGNAT_FROM_DEC_K7                       0     0     0     0     0
FID_BIGNAT_DIV_STEP_K403                     0     0     0     0     0
FID_BIGNAT_DIV_STEP_K402                     0     0     0     0     0
FID_BIGNAT_DIV_STEP_K401                     0     0     0     0     0
FID_BIGNAT_DIV_STEP_K400                     0     0     0     0     0
FID_BIGNAT_DIV_STEP_K399                     0     0     0     0     0
FID_BIGNAT_DIV_POW5_K54                      0     0     0     0     0
FID_BIGNAT_DIV_POW5                          0     0     0     0     0
FID_BIGNAT_DIV_POW10_K62                     0     0     0     0     0
FID_BIGNAT_DIV_POW10                         0     0     0     0     0
FID_BIGNAT_DIV_GO_K553                       0     0     0     0     0
FID_BIGNAT_DIV_GO                            0     0     0     0     0
FID_BIGNAT_DIVMOD_K682                       0     0     0     0     0
FID_BIGNAT_CMP_K950                          0     0     0     0     0
FID_BIGNAT_ADD_K690                          0     0     0     0     0
FID_BIGNAT_ADD_K689                          0     0     0     0     0
FID_BIGNAT_ADD_K688                          0     0     0     0     0
--
whole-C matching lines (includes runtime definitions, NOT segment totals): peek=35 keep=257 take=251 seal=1689 free=60 bangs=0
(emitted C is at /data/tmp/keep-audit.hjn9ay; set KEEP_AUDIT_C to write it elsewhere)
