Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.53     0.00    86418     0.00     0.00  WL_FID_BIGNAT_SHR_K880
  0.00      0.53     0.00    86417     0.00     0.00  WL_FID_BIGNAT_STRIP
  0.00      0.53     0.00    86416     0.00     0.00  WL_FID_BIGNAT_SHL
  0.00      0.53     0.00    86416     0.00     0.00  WL_FID_BIGNAT_SHL_K1237
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_DIGITS_TEXT
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_INT_FIT
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_JSON_PICK
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_PLAIN
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_ROUND
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_SHORTEST_FAST
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K915
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_SHOW_JSON_FAST_K1033
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_SHOW_JSON_FAST_K1034
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_SHOW_JSON_FAST_K1035
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_F64_SIGNED
  0.00      0.53     0.00    86408     0.00     0.00  WL_FID_LIST_LENGTH
  0.00      0.53     0.00    86406     0.00     0.00  WL_FID_F64_INT_FIT_K806
  0.00      0.53     0.00    86406     0.00     0.00  WL_FID_F64_PLAIN_K750
  0.00      0.53     0.00    86406     0.00     0.00  WL_FID_STRING_REPEAT
  0.00      0.53     0.00    86404     0.00     0.00  WL_FID_F64_BIG_OF_NAT
  0.00      0.53     0.00    86404     0.00     0.00  WL_FID_F64_FROM_NAT
  0.00      0.53     0.00    86404     0.00     0.00  WL_FID_F64_FROM_NAT_K1214
  0.00      0.53     0.00    86404     0.00     0.00  WL_FID_F64_PLAIN_K751
  0.00      0.53     0.00    86404     0.00     0.00  WL_FID_F64_ROUND_K1231
  0.00      0.53     0.00    86404     0.00     0.00  WL_FID_F64_TOKEN_VALUE_K1053
  0.00      0.53     0.00    82197     0.00     0.00  WL_FID_TEXT_KT_PUT_GO_K970
  0.00      0.53     0.00    75904     0.00     0.00  WL_FID_DECODE_RUN
  0.00      0.53     0.00    72532     0.00     0.00  WL_FID_BIGNAT_SHR_BITS_K655
  0.00      0.53     0.00    71933     0.00     0.00  WL_FID_TEXT_KT_PUT_GO_K968
  0.00      0.53     0.00    57243     0.00     0.00  WL_FID_DECODE_SCAN_END
  0.00      0.53     0.00    57242     0.00     0.00  WL_FID_DECODE_HEADER
  0.00      0.53     0.00    57242     0.00     0.00  WL_FID_DECODE_SCAN_CHECK
  0.00      0.53     0.00    57242     0.00     0.00  WL_FID_DECODE_SCAN_END_K890
  0.00      0.53     0.00    57242     0.00     0.00  spin_199
  0.00      0.53     0.00    57242     0.00     0.00  spin_200
  0.00      0.53     0.00    57242     0.00     0.00  spin_59
  0.00      0.53     0.00    57241     0.00     0.00  WL_FID_DECODE_EAT
  0.00      0.53     0.00    57241     0.00     0.00  WL_FID_DECODE_RUN_K688
  0.00      0.53     0.00    53929     0.00     0.00  spin_41
  0.00      0.53     0.00    53545     0.00     0.00  spin_344
  0.00      0.53     0.00    50251     0.00     0.00  spin_122
  0.00      0.53     0.00    50249     0.00     0.00  WL_FID_DECODE_EAT_K556
  0.00      0.53     0.00    50249     0.00     0.00  spin_201
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_DECODE_ARRAY
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_DECODE_HDR_B
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_DECODE_HDR_D
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_DECODE_HDR_E
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_DECODE_HDR_E_K34
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_DECODE_HDR_NAMES
  0.00      0.53     0.00    49845     0.00     0.00  WL_FID_JSON_W_K1139
  0.00      0.53     0.00    49845     0.00     0.00  spin_118
  0.00      0.53     0.00    49845     0.00     0.00  spin_28
  0.00      0.53     0.00    49845     0.00     0.00  spin_43
  0.00      0.53     0.00    49845     0.00     0.00  spin_45
  0.00      0.53     0.00    34884     0.00     0.00  spin_19
  0.00      0.53     0.00    34883     0.00     0.00  WL_FID_DECODE_ARRAY_K679
  0.00      0.53     0.00    34883     0.00     0.00  spin_1
  0.00      0.53     0.00    18662     0.00     0.00  WL_FID_DECODE_POP
  0.00      0.53     0.00    18659     0.00     0.00  WL_FID_DECODE_RUN_K689
  0.00      0.53     0.00    16844     0.00     0.00  WL_FID_TEXT_KT_PUT_GO_K969
  0.00      0.53     0.00    14962     0.00     0.00  WL_FID_DECODE_CLOSE_FIN
  0.00      0.53     0.00    14962     0.00     0.00  WL_FID_DECODE_CLOSE_MSG
  0.00      0.53     0.00    14962     0.00     0.00  WL_FID_DECODE_POP_K546
  0.00      0.53     0.00    13975     0.00     0.00  spin_342
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_DECODE_ATTACH_K426
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_DECODE_EAT_KV
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_JSON_W_K1142
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_TEXT_KS_PUT
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_TEXT_KS_PUT_GO
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_TEXT_KT_PUT
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_TEXT_KT_PUT_GO
  0.00      0.53     0.00    10687     0.00     0.00  WL_FID_TEXT_KT_PUT_GO_K967
  0.00      0.53     0.00    10687     0.00     0.00  spin_110
  0.00      0.53     0.00    10687     0.00     0.00  spin_346
  0.00      0.53     0.00     8422     0.00     0.00  WL_FID_STRING_REPEAT_K490
  0.00      0.53     0.00     7397     0.00     0.00  WL_FID_DECODE_EAT_KV_K670
  0.00      0.53     0.00     7397     0.00     0.00  WL_FID_DECODE_EAT_KV_PLAIN
  0.00      0.53     0.00     7397     0.00     0.00  WL_FID_DECODE_KV
  0.00      0.53     0.00     7392     0.00     0.00  WL_FID_DECODE_EAT_KV_PLAIN_K519
  0.00      0.53     0.00     7392     0.00     0.00  WL_FID_DECODE_EAT_PRIM
  0.00      0.53     0.00     6992     0.00     0.00  WL_FID_DECODE_EAT_K548
  0.00      0.53     0.00     4084     0.00     0.00  WL_FID_F64_TOKEN_LITERAL
  0.00      0.53     0.00     4084     0.00     0.00  spin_84
  0.00      0.53     0.00     3700     0.00     0.00  WL_FID_JSON_W_K1140
  0.00      0.53     0.00     3700     0.00     0.00  spin_80
  0.00      0.53     0.00     3700     0.00     0.00  term_keep
  0.00      0.53     0.00     3694     0.00     0.00  WL_FID_DECODE_ITEM_KV
  0.00      0.53     0.00     3659     0.00     0.00  WL_FID_BIGNAT_CMP_K1348
  0.00      0.53     0.00     1219     0.00     0.00  WL_FID_BIGNAT_SUB_K652
  0.00      0.53     0.00      867     0.00     0.00  heap_hand
  0.00      0.53     0.00      857     0.00     0.00  WL_FID_BIGNAT_CMP
  0.00      0.53     0.00      761     0.00     0.00  WL_FID_BIGNAT_MUL_SMALL_K1109
  0.00      0.53     0.00      704     0.00     0.00  WL_FID_F64_DG_DIGIT
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_BIGNAT_IS_GE
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_BIGNAT_IS_GE_K755
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_BIGNAT_IS_LT
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_BIGNAT_IS_LT_K649
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_F64_DG_DIGIT_K228
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_F64_DG_DIGIT_K229
  0.00      0.53     0.00      640     0.00     0.00  WL_FID_F64_DG_SUB_IF
  0.00      0.53     0.00      289     0.00     0.00  WL_FID_BIGNAT_MUL_SMALL
  0.00      0.53     0.00      267     0.00     0.00  WL_FID_BIGNAT_SUB
  0.00      0.53     0.00      203     0.00     0.00  WL_FID_BIGNAT_ADD_K1113
  0.00      0.53     0.00      187     0.00     0.00  WL_FID_BIGNAT_ADD_K1112
  0.00      0.53     0.00      104     0.00     0.00  WL_FID_BIGNAT_ADD
  0.00      0.53     0.00      104     0.00     0.00  WL_FID_F64_DG_GEN
  0.00      0.53     0.00      100     0.00     0.00  WL_FID_F64_DG_GEN_K469
  0.00      0.53     0.00      100     0.00     0.00  WL_FID_F64_DG_STEP
  0.00      0.53     0.00       68     0.00     0.00  WL_FID_BIGNAT_FROM_DEC
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_BIGNAT_FROM_DEC_K71
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K326
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K327
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K328
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K329
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K330
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K331
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K332
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K333
  0.00      0.53     0.00       64     0.00     0.00  WL_FID_F64_DG_STEP_K334
  0.00      0.53     0.00       38     0.00     0.00  WL_FID_CLO_APPLY
  0.00      0.53     0.00       28     0.00     0.00  io_mem
  0.00      0.53     0.00       27     0.00     0.00  WL_FID_BIGNAT_MUL
  0.00      0.53     0.00       25     0.00     0.00  WL_FID_BIGNAT_ADD_K1111
  0.00      0.53     0.00       24     0.00     0.00  WL_FID_F64_DG_FIX
  0.00      0.53     0.00       20     0.00     0.00  WL_FID_F64_DG_FIX_K605
  0.00      0.53     0.00       20     0.00     0.00  WL_FID_F64_DG_FIX_K606
  0.00      0.53     0.00       20     0.00     0.00  WL_FID_F64_DG_FIX_K607
  0.00      0.53     0.00       20     0.00     0.00  WL_FID_F64_DG_FIX_NEXT
  0.00      0.53     0.00       19     0.00     0.00  WL_FID_BIGNAT_MUL_K1228
  0.00      0.53     0.00       19     0.00     0.00  WL_FID_BIGNAT_MUL_K1229
  0.00      0.53     0.00       18     0.00     0.00  WL_FID_TEXT_KT_PUT_GO_K971
  0.00      0.53     0.00       14     0.00     0.00  WL_FID_BIGNAT_DIV_POW5
  0.00      0.53     0.00       14     0.00     0.00  WL_FID_BIGNAT_POW10
  0.00      0.53     0.00       13     0.00     0.00  WL_FID_BIGNAT_P5_STEP
  0.00      0.53     0.00       13     0.00     0.00  WL_FID_BIGNAT_P5_STEP_K21
  0.00      0.53     0.00       12     0.00     0.00  spin_224
  0.00      0.53     0.00       11     0.00     0.00  spin_433
  0.00      0.53     0.00       10     0.00     0.00  WL_FID_BIGNAT_DIV_POW5_K29
  0.00      0.53     0.00       10     0.00     0.00  WL_FID_BIGNAT_POW10_K1226
  0.00      0.53     0.00       10     0.00     0.00  WL_FID_ENTER
  0.00      0.53     0.00       10     0.00     0.00  WL_FID_EXIT
  0.00      0.53     0.00       10     0.00    47.39  corpus_eval
  0.00      0.53     0.00        9     0.00     0.00  WL_FID_IO_BIND
  0.00      0.53     0.00        9     0.00     0.00  WL_FID_IO_BIND_C1959
  0.00      0.53     0.00        9     0.00     0.00  WL_FID_IO_BIND_K1960
  0.00      0.53     0.00        8     0.00     2.50  io_exec
  0.00      0.53     0.00        5     0.00     0.00  WL_FID_BIGNAT_IS_EQ
  0.00      0.53     0.00        5     0.00     0.00  WL_FID_BIGNAT_IS_EQ_K587
  0.00      0.53     0.00        5     0.00     0.00  WL_FID_STRING_TAKE_K488
  0.00      0.53     0.00        5     0.00    89.31  io_step
  0.00      0.53     0.00        5     0.00     0.00  io_sync
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_BIGNAT_DIV_POW10
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_BIGNAT_DIV_POW10_K40
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_DG_FIX_NEXT_K466
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_DG_INIT
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_DG_INIT_K595
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_DG_INIT_K596
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_DG_SCALE
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_FROM_DEC_P10
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_FROM_DEC_P10_K73
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_FROM_DEC_P10_K74
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_ROUND_K1232
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_ROUND_K1233
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K916
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K917
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K918
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K919
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K920
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_SHORTEST_FAST_K921
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_TOKEN_RANGE
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_TOKEN_RANGE_K338
  0.00      0.53     0.00        4     0.00     0.00  WL_FID_F64_TOKEN_RANGE_K339
  0.00      0.53     0.00        4     0.00     4.01  io_wait
  0.00      0.53     0.00        4     0.00     0.00  io_work
  0.00      0.53     0.00        4     0.00     0.00  spin_87
  0.00      0.53     0.00        3     0.00     0.00  WL_FID_CLI_RESOLVE
  0.00      0.53     0.00        3     0.00     0.00  WL_FID_CLI_SCAN
  0.00      0.53     0.00        3     0.00     0.00  WL_FID_CLI_TOKS_GO
  0.00      0.53     0.00        3     0.00     0.00  WL_FID_DECODE_RUN_K690
  0.00      0.53     0.00        3     0.00     0.00  WL_FID_FILE_READ_BYTES
  0.00      0.53     0.00        3     0.00     0.01  WL_FID_READ_LOOP
  0.00      0.53     0.00        3     0.00     0.00  file_read_bytes_call
  0.00      0.53     0.00        3     0.00     5.35  file_read_bytes_pack
  0.00      0.53     0.00        3     0.00     0.00  file_read_bytes_run
  0.00      0.53     0.00        3     0.00     0.00  io_str
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_COMMIT
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_C_ADD
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_ON_TOK
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_SCAN_K1896
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_TOKS_GO_K1838
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_TOKS_STEP
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_TOKS_STEP_K1755
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_CLI_TOK_WORD
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_DG_SCALE_K600
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_DG_SCALE_K601
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_DG_SCALE_K602
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_DG_SCALE_K603
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_PLAIN_K748
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_PLAIN_K752
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_PLAIN_K753
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_PLAIN_SMALL
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_PLAIN_SMALL_K646
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_F64_PLAIN_SMALL_K647
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_IO_PURE
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_LIST_APPEND
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_READ_LOOP_C1577
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_READ_LOOP_C1578
  0.00      0.53     0.00        2     0.00     0.00  WL_FID_STRING_TAKE
  0.00      0.53     0.00        2     0.00     0.00  spin_448
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_COMMIT_K1798
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_COMMIT_K1799
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_COMMIT_K1800
  0.00      0.53     0.00        1     0.00    48.59  WL_FID_CLI_CONVERT
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_CONVERT_K1639
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_CONVERT_K1641
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_DEC_RUN
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_FLAG_AFTER
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_FLAG_AFTER_K1687
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_ON_PLAIN
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_ON_PLAIN_K1767
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_ON_TOK_K1856
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_PARSE
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_PARSE_K1928
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_PARSE_K1929
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_PARSE_K1930
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_TOKS
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_TOKS_K1894
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_VALIDATE
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_CLI_WORD_SET
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_DECODE
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_DECODE_K1246
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_ROOT_OBJECT
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_ROOT_OBJECT_K784
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_ROOT_OBJECT_K785
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_RUN_DONE
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_DECODE_SCAN
  0.00      0.53     0.00        1     0.00     0.20  WL_FID_DECODE_SCAN_K1130
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_F64_ROUND_K1234
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_F64_ROUND_K1235
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_FILE_CLOSE
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_FILE_OPEN
  0.00      0.53     0.00        1     0.00     0.02  WL_FID_IO_ARGS
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_IO_EMIT
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_IO_GET_ENV
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_IO_WRITE
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_JSON_WRITE_LN
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_JSON_WRITE_LN_K1254
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_LIST_APPEND_K1599
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1962
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1963
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1967
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1968
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1970
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1971
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1976
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_C1977
  0.00      0.53     0.00        1     0.00     0.02  WL_FID_MAIN_K1964
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_K1969
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_MAIN_K1974
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_PUT_STATS_C1201
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_INPUT
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_INPUT_C1750
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_INPUT_C1751
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_LOOP_C1574
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_LOOP_C1575
  0.00      0.53     0.00        1     0.00     4.00  WL_FID_READ_LOOP_C1576
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_OPENED
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_OPENED_C1664
  0.00      0.53     0.00        1     0.00     0.00  WL_FID_READ_OPENED_C1665
  0.00      0.53     0.00        1     0.00     0.00  file_close_run
  0.00      0.53     0.00        1     0.00     0.00  file_open_call
  0.00      0.53     0.00        1     0.00     0.00  file_open_pack
  0.00      0.53     0.00        1     0.00    10.00  file_open_run
  0.00      0.53     0.00        1     0.00     0.00  io_args_run
  0.00      0.53     0.00        1     0.00     0.00  io_fail
  0.00      0.53     0.00        1     0.00     5.00  io_get_env_run
  0.00      0.53     0.00        1     0.00   510.00  io_loop
  0.00      0.53     0.00        1     0.00     0.00  io_out
  0.00      0.53     0.00        1     0.00     0.00  io_spawn
  0.00      0.53     0.00        1     0.00     5.00  io_write_run
  0.00      0.53     0.00        1     0.00     0.00  pool_stack
  0.00      0.53     0.00        1     0.00     0.00  spin_299
  0.00      0.53     0.00        1     0.00     0.00  spin_370
  0.00      0.53     0.00        1     0.00     0.00  spin_428
  0.00      0.53     0.00        1     0.00     4.00  spin_430
  0.00      0.53     0.00        1     0.00     0.00  spin_446
  0.00      0.53     0.00        1     0.00     0.00  spin_460
