Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_DEC_RUN_K1363
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_DEC_RUN_K1364
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_DEC_RUN_K1365
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_ENUM_SET
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_FLAG_AFTER
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_FLAG_AFTER_K1687
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_ON_PLAIN_K1762
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_ON_TOK_K1856
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_ON_TOK_K1858
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_PARSE
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_PARSE_K1928
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_PARSE_K1929
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_PARSE_K1930
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_TOKS
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_TOKS_K1894
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_CLI_WORD_SET
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_DECODE
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_DECODE_K1246
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_ROOT_OBJECT
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_ROOT_OBJECT_K784
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_ROOT_OBJECT_K785
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_RUN_DONE
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_DECODE_SCAN
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_FILE_CLOSE
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_FILE_OPEN
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_IO_ARGS
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_IO_EMIT
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_IO_GET_ENV
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_IO_WRITE
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_JSON_WRITE_LN
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_JSON_WRITE_LN_K1254
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1962
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1963
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1967
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1968
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1970
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1971
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1976
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_C1977
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_K1964
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_K1969
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_MAIN_K1974
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_PUT_STATS_C1201
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_INPUT
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_INPUT_C1750
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_INPUT_C1751
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_LOOP_C1574
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_LOOP_C1575
  0.00      4.13     0.00        1     0.00     0.05  WL_FID_READ_LOOP_C1576
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_OPENED
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_OPENED_C1664
  0.00      4.13     0.00        1     0.00     0.00  WL_FID_READ_OPENED_C1665
  0.00      4.13     0.00        1     0.00     0.00  file_close_run
  0.00      4.13     0.00        1     0.00     0.00  file_open_call
  0.00      4.13     0.00        1     0.00     0.00  file_open_pack
  0.00      4.13     0.00        1     0.00     0.04  file_open_run
  0.00      4.13     0.00        1     0.00     0.00  io_args_run
  0.00      4.13     0.00        1     0.00     0.00  io_fail
  0.00      4.13     0.00        1     0.00     0.02  io_get_env_run
  0.00      4.13     0.00        1     0.00     4.09  io_loop
  0.00      4.13     0.00        1     0.00     0.00  io_out
  0.00      4.13     0.00        1     0.00     0.00  io_spawn
  0.00      4.13     0.00        1     0.00     0.02  io_write_run
  0.00      4.13     0.00        1     0.00     0.00  pool_stack
  0.00      4.13     0.00        1     0.00     0.00  spin_299
  0.00      4.13     0.00        1     0.00     0.00  spin_370
  0.00      4.13     0.00        1     0.00     0.00  spin_428
  0.00      4.13     0.00        1     0.00     0.00  spin_446
  0.00      4.13     0.00        1     0.00     0.00  spin_460
  0.00      4.13     0.00        1     0.00     0.00  spin_461
